titulo,preco,area,quartos,banheiros,garagem,endereco,UF,cidade,tipo_imovel
Casa com 3 Quartos à Venda com 232m²,1049998.0,232,3,4,3,"Rua Gonzaga Franco - Vila Guiomar, Santo André - SP",SP,Santo André,Casa
Apartamento com Quarto à Venda com 38m²,280000.0,38,1,1,1,"Rua Onze de Junho, 324 - Itararé, São Vicente - SP",SP,São Vicente,Apartamento
Apartamento com 4 Quartos à Venda com 215m²,2000000.0,215,4,5,3,"Rua Apiacás - Perdizes, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 4 Quartos à Venda com 362m²,9225000.0,362,4,6,4,"Rua das Tabocas - Vila Madalena, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 62m²,368000.0,62,2,1,1,"Estrada Municipal Biagino Chieffi - Pagador de Andrade, Jacareí - SP",SP,Jacareí,Apartamento
Apartamento com 4 Quartos à Venda com 291m²,3000000.0,291,4,4,2,"Bela Vista, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 64m²,450000.0,64,2,1,0,"Rua Elias Rodrigues Claro - Jardim Sao Carlos, Sorocaba - SP",SP,Sorocaba,Apartamento
Apartamento com 2 Quartos à Venda com 45m²,410696.0,45,2,1,1,"Rua Inácio Manuel Álvares, 556 - Butantã, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 2 Quartos à Venda com 82m²,312000.0,82,2,1,4,"Rua Hulda Scherer, 181 - Vila Nova, Porto Alegre - RS",RS,Porto Alegre,Casa
Apartamento com Quarto à Venda com 44m²,750000.0,44,1,1,1,"Avenida Pavão - Moema, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 51m²,400000.0,51,2,1,1,"Rua Santarém - Vila Floresta, Santo André - SP",SP,Santo André,Apartamento
Casa com 3 Quartos à Venda com 236m²,750000.0,236,3,3,2,"Rua Dom Sebastião Leme, 5756 - Copacabana, Belo Horizonte - MG",MG,Belo Horizonte,Casa
Casa com 2 Quartos à Venda com 85m²,300000.0,85,2,2,2,"Rua dos Limoeiros - Inoã, Maricá - RJ",RJ,Maricá,Casa
Apartamento com 2 Quartos à Venda com 71m²,398000.0,71,2,2,2,"Rua Barão de Itapagipe, 449 - Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 120m²,400000.0,120,3,2,2,"Avenida do Ouro, 1 - Setor Recanto das Minas Gerais, Goiânia - GO",GO,Goiânia,Casa
Apartamento com 2 Quartos à Venda com 72m²,370000.0,72,2,2,2,"Rua Betânia - Parque Oratorio, Santo André - SP",SP,Santo André,Apartamento
Apartamento com Quarto à Venda com 51m²,330000.0,51,1,1,1,"Rua Zamenhoff, 68 - São João, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com 3 Quartos à Venda com 82m²,590000.0,82,3,2,1,"Rua Luiz Carlos Sarolli, 1355 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 54m²,345000.0,54,2,1,1,"Rua Ernesto Mariucci, 394 - Jardim Aclimação, Maringá - PR",PR,Maringá,Apartamento
Apartamento com 3 Quartos à Venda com 90m²,495000.0,90,3,2,0,"Rua Mariz e Barros, 1020 - Maracanã, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 94m²,360000.0,94,3,3,2,"Avenida Doutor José Augusto Moreira, 1810 - Casa Caiada, Olinda - PE",PE,Olinda,Apartamento
Apartamento à Venda com 26m²,164000.0,26,0,1,0,"Rua dos Inválidos, 183 - Centro, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 67m²,270000.0,67,2,1,1,"Avenida Protásio Alves, 5594 - Vila Jardim, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com 3 Quartos à Venda com 69m²,521000.0,69,3,2,2,"Avenida Doutor Rudge Ramos, 1174 - Rudge Ramos, São Bernardo do Campo - SP",SP,São Bernardo do Campo,Apartamento
Casa com 2 Quartos à Venda com 69m²,330000.0,69,2,2,2,"Rua Genuíno Sampaio, 76 - Cohab, Sapucaia do Sul - RS",RS,Sapucaia do Sul,Casa
Apartamento com 3 Quartos à Venda com 89m²,489000.0,89,3,3,1,"Estrada Pau-ferro - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 68m²,340000.0,68,2,2,1,"Rua Elías Lobo, 315 - Campo Grande, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com Quarto à Venda com 55m²,630000.0,55,1,2,1,"Rua Conde de Baependi, 100000 - Flamengo, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 42m²,301000.0,42,2,1,0,"Rua Melo e Sousa, 100 - São Cristóvão, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 71m²,360000.0,71,2,2,1,"Rua T 64, 224 - Setor Bueno, Goiânia - GO",GO,Goiânia,Apartamento
Apartamento com 3 Quartos à Venda com 82m²,459000.0,82,3,2,1,"Estrada do Guanumbi - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 60m²,150000.0,60,2,1,1,"Rua Mario Sproesser, 234 - Centro, Monte Mor - SP",SP,Monte Mor,Apartamento
Apartamento com 4 Quartos à Venda com 186m²,2100000.0,186,4,5,3,"Avenida Lúcio Costa, 3600 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com Quarto à Venda com 26m²,367900.0,26,1,1,0,"Rua Cayowaá, 450 - Perdizes, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 85m²,400000.0,85,3,2,1,"Rua Novo Horizonte, 112 - Jardim Novo Horizonte, Maringá - PR",PR,Maringá,Apartamento
Casa com 3 Quartos à Venda com 125m²,380000.0,125,3,2,3,"Rua Francisco Jorge Melande, 100 - Macedo, Guarulhos - SP",SP,Guarulhos,Casa
Apartamento com 3 Quartos à Venda com 76m²,590000.0,76,3,3,1,"Rua Arnaldo Sussekind, 45 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 150m²,399000.0,150,3,2,2,"Rua AB12 - Residencial Alice Barbosa, Goiânia - GO",GO,Goiânia,Casa
Apartamento com 2 Quartos à Venda com 75m²,850000.0,75,2,2,1,"Avenida Afonso Arinos de Melo Franco - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 80m²,525000.0,80,3,2,1,"Rua Francisco de Paula, 570 - Jacarepaguá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 70m²,380000.0,70,2,2,0,"Rua Conde de Bonfim, 50 - Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 112m²,269000.0,112,3,3,0,"Rua Luciano Fabrício Riquet, 130 - Campo Grande, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Apartamento com Quarto à Venda com 47m²,165000.0,47,1,1,1,"Rua Vinte e Quatro de Maio - Riachuelo, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 120m²,999999.0,120,3,3,1,"Rua Barata Ribeiro - Copacabana, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 70m²,498000.0,70,2,2,1,"Rua Teixeira Heizer, 1965 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 4 Quartos à Venda com 156m²,2050000.0,156,4,4,3,"Avenida Rosauro Estellita, 155 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa de condomínio com 3 Quartos à Venda com 85m²,325000.0,85,3,1,3,"RJ-116, 2 - Papucaia, Cachoeiras de Macacu - RJ",RJ,Cachoeiras de Macacu,Casa
Casa de Vila com Quarto à Venda com 70m²,80000.0,70,1,1,0,"Rua Igarata, 895 - Marechal Hermes, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Apartamento com 2 Quartos à Venda com 72m²,435000.0,72,2,2,1,"Estrada do Guanumbi, 270 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 110m²,650000.0,110,3,2,0,"Rua Alberto Bianchi, 19 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com Quarto à Venda com 47m²,265000.0,47,1,2,1,"Rua Santo Agostinho, 646 - Vila Caicara, Praia Grande - SP",SP,Praia Grande,Apartamento
Apartamento com 3 Quartos à Venda com 127m²,1200000.0,127,3,2,2,"Avenida Presidente Castelo Branco, 11642 - Vila Caicara, Praia Grande - SP",SP,Praia Grande,Apartamento
Casa com 3 Quartos à Venda com 100m²,405000.0,100,3,3,1,"Rua Aurélio Quáglia, 42 - Jardim Monte Rei, Maringá - PR",PR,Maringá,Casa
Apartamento com 2 Quartos à Venda com 33m²,400000.0,33,2,1,0,"Rua Raul Saddi, 88 - Butantã, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com Quarto à Venda com 27m²,209000.0,27,1,1,1,"Rua Esperança, 100 - Porto de Galinhas, Ipojuca - PE",PE,Ipojuca,Apartamento
Casa com 2 Quartos à Venda com 240m²,250000.0,240,2,2,1,"Papucaia, Cachoeiras de Macacu - RJ",RJ,Cachoeiras de Macacu,Casa
Apartamento com 2 Quartos à Venda com 55m²,200000.0,55,2,1,0,"Avenida Taquary, 727 - Cristal, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com Quarto à Venda com 38m²,410000.0,38,1,1,0,"Rua Barata Ribeiro, 102 - Copacabana, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 50m²,255000.0,50,2,2,1,"Estrada da Posse, 3405 - Campo Grande, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 171m²,460000.0,171,3,1,2,"Avenida Flácides Ferreira, 796 - Tupy, Itanhaém - SP",SP,Itanhaém,Casa
Apartamento com 2 Quartos à Venda com 50m²,285000.0,50,2,1,1,"Estrada dos Bandeirantes, 7777 - Jacarepaguá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 74m²,880000.0,74,2,1,1,"Avenida Afonso Arinos de Melo Franco, 191 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com Quarto à Venda com 70m²,590000.0,70,1,2,0,"Rua Santa Clara, 122 - Copacabana, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 67m²,595000.0,67,2,2,1,"Rua Professor Otacílio, 37 - Santa Rosa, Niterói - RJ",RJ,Niterói,Apartamento
Apartamento com Quarto à Venda com 45m²,120000.0,45,1,1,0,"Estrada do Campinho, 885 - Campo Grande, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 88m²,460000.0,88,2,1,1,"Rua Maxwell, 373 - Vila Isabel, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 60m²,265000.0,60,2,2,1,"Rua Torres Homem, 80 - Vila Isabel, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 97m²,895000.0,97,3,2,1,"Rua das Laranjeiras - Laranjeiras, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 129m²,750000.0,129,3,2,2,"Rua Pioneira Idalina Caliman Mariani, 563 - Jardim Oriental, Maringá - PR",PR,Maringá,Casa
Apartamento com 2 Quartos à Venda com 102m²,170213.0,102,2,1,0,"Avenida Cristóvão Colombo, 48 - Floresta, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com Quarto à Venda com 45m²,238000.0,45,1,1,1,"Avenida Ipiranga, 3377 - Santana, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com 2 Quartos à Venda com 70m²,320000.0,70,2,1,1,"Rua Geminiano Gois, 2 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 84m²,560000.0,84,3,3,1,"Avenida Olof Palme - Camorim, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 45m²,324683.0,45,2,1,1,"Avenida Marechal Mascarenhas de Moraes, 615 - Boa Viagem, Recife - PE",PE,Recife,Apartamento
Casa com 2 Quartos à Venda com 70m²,380000.0,70,2,3,1,"Centro, Porto de Pedras - AL",AL,Porto de Pedras,Casa
Apartamento com 3 Quartos à Venda com 104m²,550000.0,104,3,3,2,"Rua Fortunato de Brito, 179 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 95m²,385000.0,95,3,1,1,"Rua Dom Pedro II, 695 - São João, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com 2 Quartos à Venda com 53m²,100000.0,53,2,1,0,"QN 15B Conjunto 2 - Riacho Fundo II, Brasília - DF",DF,Brasília,Apartamento
Casa com 3 Quartos à Venda com 175m²,334628.0,175,3,1,3,"Rua Doutor Duque Dias Siqueira, 72 - Piratininga, Niterói - RJ",RJ,Niterói,Casa
Apartamento com 3 Quartos à Venda com 74m²,200000.0,74,3,1,0,"Rua Candinho Fernandes, 104 - Fazenda Grande do Retiro, Salvador - BA",BA,Salvador,Apartamento
Apartamento com 3 Quartos à Venda com 89m²,349800.0,89,3,2,1,"Rua Antônio Cordeiro Mendes, 100 - Pedreira, Mongaguá - SP",SP,Mongaguá,Apartamento
Casa com 3 Quartos à Venda com 260m²,600000.0,260,3,2,4,"Rua Cristóvão Colombo - Jardim Nazareth, São José do Rio Preto - SP",SP,São José do Rio Preto,Casa
Apartamento com 3 Quartos à Venda com 110m²,719900.0,110,3,2,3,"Vale do Ipê, Juiz de Fora - MG",MG,Juiz de Fora,Apartamento
Apartamento com 2 Quartos à Venda com 61m²,360000.0,61,2,2,1,"Alameda dos Cisnes, 431 - Cabral, Contagem - MG",MG,Contagem,Apartamento
Apartamento com 3 Quartos à Venda com 68m²,585000.0,68,3,2,2,"São Bernardo, Campinas - SP",SP,Campinas,Apartamento
Casa com 2 Quartos à Venda com 275m²,190000.0,275,2,2,0,"Jardim Vânia Maria, Bauru - SP",SP,Bauru,Casa
Apartamento com 3 Quartos à Venda com 74m²,450000.0,74,3,2,1,"Centro, Rolândia - PR",PR,Rolândia,Apartamento
Apartamento com 2 Quartos à Venda com 38m²,260000.0,38,2,1,1,"Cidade Líder, São Paulo - SP",SP,São Paulo,Apartamento
Casa de condomínio com 2 Quartos à Venda com 55m²,350000.0,55,2,1,1,"Rua Cardeal, 1 - Recanto dos Pássaros, Cuiabá - MT",MT,Cuiabá,Casa
Apartamento com 2 Quartos à Venda com 48m²,220000.0,48,2,1,0,"Rua Crato, 199 - Jardim Nordeste, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 60m²,239900.0,60,2,1,1,"Jardim América, Caxias do Sul - RS",RS,Caxias do Sul,Apartamento
Casa com 3 Quartos à Venda com 83m²,396360.0,83,3,2,2,"Rua Luci, 100 - Vila Oceanopolis, Mongaguá - SP",SP,Mongaguá,Casa
Casa com 3 Quartos à Venda com 105m²,430000.0,105,3,1,2,"Avenida Flácides Ferreira, 796 - Balneário Gaivotas, Itanhaém - SP",SP,Itanhaém,Casa
Apartamento com Quarto à Venda com 30m²,350000.0,30,1,1,0,"Tatuapé, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 228m²,1690000.0,228,3,4,3,"Rua das Figueiras, 123 - Jardins Bolonha, Senador Canedo - GO",GO,Senador Canedo,Casa
Casa de condomínio com 2 Quartos à Venda com 70m²,400000.0,70,2,1,1,"Rua Paraná, 470 - Palmeiras, Cabo Frio - RJ",RJ,Cabo Frio,Casa
Apartamento com 2 Quartos à Venda com 83m²,650000.0,83,2,1,2,"Rua Mauro Guedes de Oliveira, 1311 - Jardim Lindóia, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Casa com 2 Quartos à Venda com 58m²,250000.0,58,2,1,1,"Rua Amélio Leonardo Casagrande, 478 - São Roque, Bento Gonçalves - RS",RS,Bento Gonçalves,Casa
Apartamento com 2 Quartos à Venda com 120m²,700000.0,120,2,2,2,"Avenida Manoel da Nóbrega - Itararé, São Vicente - SP",SP,São Vicente,Apartamento
Apartamento com 3 Quartos à Venda com 88m²,325000.0,88,3,2,1,"Rua Padre Carmine Fasulo, 301 - Lourdes, Caxias do Sul - RS",RS,Caxias do Sul,Apartamento
Apartamento com 2 Quartos à Venda com 54m²,385000.0,54,2,1,1,"Avenida Alda, 1550 - Jardim Luso, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 69m²,350000.0,69,2,1,1,"Rua Ida Espagiari Martins, 90 - Centro, Diadema - SP",SP,Diadema,Apartamento
Apartamento com 2 Quartos à Venda com 54m²,190000.0,54,2,1,1,"Nossa Senhora do Rosário, Caxias do Sul - RS",RS,Caxias do Sul,Apartamento
Casa com 3 Quartos à Venda com 58m²,280000.0,58,3,1,2,"Rua Aretuza Machado de Andrade - Campo de Santana, Curitiba - PR",PR,Curitiba,Casa
Apartamento com 2 Quartos à Venda com 49m²,245000.0,49,2,1,1,"Jardim Paulista, Rio Claro - SP",SP,Rio Claro,Apartamento
Apartamento com 2 Quartos à Venda com 36m²,110000.0,36,2,1,0,"Rua Walter da Silveira, 4 - Vila Ruy Barbosa, Salvador - BA",BA,Salvador,Apartamento
Apartamento com 2 Quartos à Venda com 76m²,420000.0,76,2,2,2,"Avenida Braz Olaia Acosta, 0 - Nova Aliança, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com 2 Quartos à Venda com 47m²,230000.0,47,2,1,1,"Estrada das Palmas, 1401 - Metalúrgicos, Osasco - SP",SP,Osasco,Apartamento
Casa com 4 Quartos à Venda com 202m²,457000.0,202,4,4,2,"Rua 240, 570 - Setor Coimbra, Goiânia - GO",GO,Goiânia,Casa
Apartamento com 2 Quartos à Venda com 85m²,715000.0,85,2,1,1,"Rua Escritor Rodrigo Melo Franco, 400 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 120m²,419000.0,120,3,3,0,"Praça Conde de Porto Alegre, 22 - Centro Histórico, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com Quarto à Venda com 45m²,350000.0,45,1,1,1,"Rua Coronel Ernesto Garcia, 01 - Vila Maria José, Goiânia - GO",GO,Goiânia,Apartamento
Casa de condomínio com 3 Quartos à Venda com 175m²,845000.0,175,3,2,1,"Rua Argentina - Albuquerque, Teresópolis - RJ",RJ,Teresópolis,Casa
Apartamento com 2 Quartos à Venda com 52m²,190000.0,52,2,1,1,"Rua Manoel Carneiro Leão, 123 - Jaboatao, Jaboatão dos Guararapes - PE",PE,Jaboatão dos Guararapes,Apartamento
Apartamento com 3 Quartos à Venda com 150m²,1780000.0,150,3,3,1,"Rua Padre Alfredo Perez Gonzales, 80 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 68m²,490000.0,68,3,2,1,"Avenida Dom Cláudio José Gonçalves Ponce de Leão, 240 - Vila Ipiranga, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com 3 Quartos à Venda com 62m²,288369.0,62,3,2,1,"Rua Koichi Matsumura, 1 - Jardim América, São José dos Campos - SP",SP,São José dos Campos,Apartamento
Casa com 3 Quartos à Venda com 280m²,600000.0,280,3,2,2,"Avenida Prefeito Orlando Taváres, 502 - Governador Roberto Silveira, Itaperuna - RJ",RJ,Itaperuna,Casa
Apartamento com 3 Quartos à Venda com 149m²,2550000.0,149,3,3,2,"Rua Povina Cavalcanti - São Conrado, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 80m²,400000.0,80,2,3,1,"Rua Barão de Mesquita, 930 - Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 4 Quartos à Venda com 153m²,2000000.0,153,4,4,2,"Avenida Rosauro Estellita, 155 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 106m²,999990.0,106,3,4,2,"Avenida São João, 1 - Vila São João, Goiânia - GO",GO,Goiânia,Apartamento
Apartamento com 3 Quartos à Venda com 70m²,380000.0,70,3,2,1,"Rua S 3, 23 - Setor Bela Vista, Goiânia - GO",GO,Goiânia,Apartamento
Apartamento com Quarto à Venda com 55m²,200000.0,55,1,1,0,"Estrada do Dendê, 160 - Tauá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 90m²,209710.0,90,3,2,2,"Avenida São Lourenço, 100 - Balneario Flórida Mirim, Mongaguá - SP",SP,Mongaguá,Casa
Apartamento com 2 Quartos à Venda com 39m²,198000.0,39,2,1,1,"Rua Jarivatuba, 2120 - Adhemar Garcia, Joinville - SC",SC,Joinville,Apartamento
Apartamento com 2 Quartos à Venda com 65m²,515550.0,65,2,1,1,"Rua São Miguel - Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 85m²,399000.0,85,2,3,1,"Rua Amaral, 20 - Andaraí, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 80m²,329500.0,80,2,2,2,"Rua Uberaba, 23 - Grajaú, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 141m²,1999990.0,141,3,4,2,"Avenida Prefeito Dulcídio Cardoso, 1315 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 84m²,690000.0,84,3,2,2,"Rua Franco Zampari, 111 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 2 Quartos à Venda com 50m²,240000.0,50,2,1,2,"Rua Ovídio Antônio Ribeiro, 242 - Wanel Ville, Sorocaba - SP",SP,Sorocaba,Casa
Apartamento com 3 Quartos à Venda com 96m²,770000.0,96,3,2,2,"Rua Manaus, 123 - Alto da Glória, Goiânia - GO",GO,Goiânia,Apartamento
Apartamento com 2 Quartos à Venda com 71m²,850000.0,71,2,3,1,"Rua Professor Saldanha, 80 - Lagoa, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 54m²,240000.0,54,2,1,1,"Rua Dezessete de Junho, 926 - Menino Deus, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com 3 Quartos à Venda com 94m²,400000.0,94,3,1,2,"Rua Frei Jaboatão, 65 - Torre, Recife - PE",PE,Recife,Apartamento
Apartamento com 3 Quartos à Venda com 71m²,670000.0,71,3,4,2,"Rua Deusdedit Costa Sousa, 55 - Cocó, Fortaleza - CE",CE,Fortaleza,Apartamento
Apartamento com Quarto à Venda com 35m²,157000.0,35,1,1,0,"Rua Cerqueira César, 125 - Centro, Guarulhos - SP",SP,Guarulhos,Apartamento
Apartamento com 2 Quartos à Venda com 62m²,288369.0,62,2,2,1,"Rua Koichi Matsumura, 1000 - Jardim América, São José dos Campos - SP",SP,São José dos Campos,Apartamento
Apartamento com 3 Quartos à Venda com 74m²,410000.0,74,3,2,1,"Rua Salvador, 119 - Parque Amazônia, Goiânia - GO",GO,Goiânia,Apartamento
Apartamento com 2 Quartos à Venda com 59m²,265000.0,59,2,1,1,"Rua Barão de Bagé, 417 - Vila Jardim, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Casa com 2 Quartos à Venda com 113m²,530000.0,113,2,3,2,"Avenida Doutor Antônio Bonilha - Balneario Plataforma, Mongaguá - SP",SP,Mongaguá,Casa
