titulo,preco,area,quartos,banheiros,garagem,endereco,UF,cidade,tipo_imovel
Casa com 4 Quartos à Venda com 216m²,1170000.0,216,4,4,6,"Rua Araçatuba, 525 - Alto da Lapa, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 2 Quartos à Venda com 64m²,350000.0,64,2,2,1,"Avenida Helvino Moraes - Vila São José, Taubaté - SP",SP,Taubaté,Apartamento
Casa de condomínio com 4 Quartos à Venda com 473m²,5500000.0,473,4,7,5,"Alphaville, Santana de Parnaíba - SP",SP,Santana de Parnaíba,Casa
Apartamento com Quarto à Venda com 49m²,1049000.0,49,1,2,1,"Rua Topázio - Vila Mariana, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 87m²,2500000.0,87,3,2,2,"Alameda do Monjoleiro - Riviera de São Lourenço, Bertioga - SP",SP,Bertioga,Apartamento
Apartamento com 3 Quartos à Venda com 145m²,1900000.0,145,3,1,3,"Rua Bolívia - Enseada, Guarujá - SP",SP,Guarujá,Apartamento
Apartamento com 2 Quartos à Venda com 54m²,465000.0,54,2,1,1,"Rua das Nogueiras - Jardim, Santo André - SP",SP,Santo André,Apartamento
Apartamento com 3 Quartos à Venda com 148m²,1150000.0,148,3,2,0,"Rua Doutor Luiz Migliano - Vila Sônia, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 55m²,690000.0,55,2,1,1,"Rua Jorge Valim - Casa Verde, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 5 Quartos à Venda com 568m²,3250000.0,568,5,8,6,"Rua Monte Cassino - Casa Verde, São Paulo - SP",SP,São Paulo,Casa
Casa com 3 Quartos à Venda com 218m²,680000.0,218,3,1,3,"Rua Itajubá - Vila Alice, Santo André - SP",SP,Santo André,Casa
Apartamento com Quarto à Venda com 41m²,560000.0,41,1,1,1,"Avenida Paulo Silva Araújo - Jardim São Paulo Zona Norte, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 100m²,430000.0,100,3,2,1,"Rua Benedito Cardoso Adriano Filho - Enseada, Guarujá - SP",SP,Guarujá,Apartamento
Casa de condomínio com 3 Quartos à Venda com 247m²,1780000.0,247,3,4,4,"Avenida Presidente Castelo Branco, 3003 - Cezar de Souza, Mogi das Cruzes - SP",SP,Mogi das Cruzes,Casa
Apartamento com 2 Quartos à Venda com 65m²,435000.0,65,2,2,1,"Rua Sebastiana Coutinho, 147 - Areias, São José - SC",SC,São José,Apartamento
Apartamento com 2 Quartos à Venda com 46m²,133000.0,46,2,1,1,"Rua Conselheiro Ferreira Viana - Jardim Helena, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com 2 Quartos à Venda com 48m²,167000.0,48,2,1,1,"Rua Conselheiro Ferreira Viana - Jardim Helena, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Flat com Quarto à Venda com 32m²,265000.0,32,1,1,0,"Rua Cumai - Vila Esperança, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 62m²,770000.0,62,2,1,1,"Avenida Pavão - Moema, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 87m²,1080000.0,87,3,2,2,"Moema, São Paulo - SP",SP,São Paulo,Apartamento
Casa de condomínio com 4 Quartos à Venda com 640m²,10900000.0,640,4,5,8,"Alphaville Residencial Um, Barueri - SP",SP,Barueri,Casa
Apartamento com 3 Quartos à Venda com 112m²,655000.0,112,3,3,2,"Jardim Nova Aliança Sul, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Casa com 3 Quartos à Venda com 140m²,740000.0,140,3,4,2,"Vila Santa Clara, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 2 Quartos à Venda com 48m²,330000.0,48,2,1,1,"Vila Formosa, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 72m²,790000.0,72,3,2,2,"Rua Arapé - União, Belo Horizonte - MG",MG,Belo Horizonte,Apartamento
Apartamento com 3 Quartos à Venda com 108m²,795000.0,108,3,4,2,"Bosque das Juritis, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com 2 Quartos à Venda com 48m²,200000.0,48,2,1,1,"Jardim Márcia, Campinas - SP",SP,Campinas,Apartamento
Apartamento com 2 Quartos à Venda com 63m²,640000.0,63,2,2,1,"Vila Guilherme, São Paulo - SP",SP,São Paulo,Apartamento
Casa de condomínio com 4 Quartos à Venda com 293m²,2800000.0,293,4,6,4,"Estrada Municipal Augusto Zanoni, 10 - Condominio Xapada Parque Ytu, Itu - SP",SP,Itu,Casa
Apartamento com 2 Quartos à Venda com 42m²,279020.0,42,2,1,0,"Vila Isolina Mazzei, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 49m²,302000.0,49,2,1,1,"Vila Guarani, Santo André - SP",SP,Santo André,Apartamento
Apartamento com 2 Quartos à Venda com 54m²,503000.0,54,2,2,1,"Rua Tapari, 120 - Vila Esperança, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 228m²,2100000.0,228,3,5,3,"Rua Rocinha - Vila Mariana, São Paulo - SP",SP,São Paulo,Casa
Casa de condomínio com 4 Quartos à Venda com 260m²,2985000.0,260,4,5,4,"Rua Lyon - Jardim Maison Du Parc, Indaiatuba - SP",SP,Indaiatuba,Casa
Apartamento com 3 Quartos à Venda com 79m²,580000.0,79,3,2,1,"Boa Vista, São José do Rio Preto - SP",SP,São José do Rio Preto,Apartamento
Casa com 3 Quartos à Venda com 114m²,360004.0,114,3,2,2,"Avenida New York, 4 - Araçagy, São José de Ribamar - MA",MA,São José de Ribamar,Casa
Apartamento com 2 Quartos à Venda com 67m²,669000.0,67,2,3,1,"Avenida Alberto Augusto Alves, 680 - Vila Andrade, São Paulo - SP",SP,São Paulo,Apartamento
Casa com Quarto à Venda com 45m²,155000.0,45,1,1,1,"Rua César Múzio - Vicente de Carvalho, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Casa com 3 Quartos para Venda/Aluguel 81m²,850000.0,81,3,1,1,"Rua Padre Edgar de Aquino Rocha - Bom Retiro, São Paulo - SP",SP,São Paulo,Casa
Casa com 2 Quartos à Venda com 110m²,98590.0,110,2,2,0,"Rua Santa Odília, 375 - Realengo, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Apartamento com 2 Quartos à Venda com 64m²,190000.0,64,2,2,1,"Rua Raimundo Adolfo - Jardim Cidade Universitária, João Pessoa - PB",PB,João Pessoa,Apartamento
Apartamento com 3 Quartos à Venda com 150m²,465000.0,150,3,2,2,"Rua Mendoza, 83 - São Pedro, Belo Horizonte - MG",MG,Belo Horizonte,Apartamento
Casa com 3 Quartos à Venda com 125m²,510000.0,125,3,1,0,"Rua dos Prazeres, 204 - Coelhos, Recife - PE",PE,Recife,Casa
Apartamento com 2 Quartos à Venda com 52m²,270000.0,52,2,1,1,"Rua Glicério Pereira, 250 - Centenário, Lages - SC",SC,Lages,Apartamento
Apartamento com 3 Quartos à Venda com 120m²,1200000.0,120,3,3,1,"Avenida Tom Traugott Wildi - Praia Brava, Florianópolis - SC",SC,Florianópolis,Apartamento
Apartamento com 3 Quartos à Venda com 63m²,703512.0,63,3,2,2,"Rua Visconde de Jequitinhonha, 1 - Boa Viagem, Recife - PE",PE,Recife,Apartamento
Casa com 4 Quartos à Venda com 200m²,980000.0,200,4,4,2,"Rua dos Meteoritos, 10 - Praia Do Foguete, Cabo Frio - RJ",RJ,Cabo Frio,Casa
Casa com 2 Quartos à Venda com 60m²,179000.0,60,2,2,0,"Estrada Senador Salgado Filho, 100 - Olinda, Nilópolis - RJ",RJ,Nilópolis,Casa
Casa com 2 Quartos para Venda/Aluguel 82m²,699800.0,82,2,2,1,"Rua Sabarabuçu, 37 - Santo Amaro, São Paulo - SP",SP,São Paulo,Casa
Casa com 3 Quartos à Venda com 220m²,480000.0,220,3,4,2,"Rua Professor Santos Moreira - Vargem Pequena, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Casa com 4 Quartos à Venda com 144m²,300000.0,144,4,3,0,"Henrique Jorge, Fortaleza - CE",CE,Fortaleza,Casa
Casa com 4 Quartos à Venda/Aluguel 300m²,2500000.0,300,4,4,6,"Rua Alberto Cavalcanti, 565 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Apartamento com 2 Quartos à Venda com 41m²,135000.0,41,2,1,1,"Rua Registro, 145 - Barra de Jangada, Jaboatão dos Guararapes - PE",PE,Jaboatão dos Guararapes,Apartamento
Casa com 3 Quartos à Venda com 130m²,399900.0,130,3,2,1,"Rua Nossa Senhora Aparecida, Nº 303 - Monte Castelo, Teixeira de Freitas - BA",BA,Teixeira de Freitas,Casa
Casa com 3 Quartos à Venda com 250m²,290000.0,250,3,2,3,"Rua Mirinduba, 354 - Bento Ribeiro, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Apartamento com 3 Quartos à Venda com 80m²,200000.0,80,3,2,1,"Rua 12 A, 1 - Setor Aeroporto, Goiânia - GO",GO,Goiânia,Apartamento
Casa com 3 Quartos à Venda com 110m²,750000.0,110,3,3,2,"Rua Bagdá, 201 - Santa Regina, Camboriú - SC",SC,Camboriú,Casa
Apartamento com Quarto à Venda com 30m²,360000.0,30,1,1,0,"Rua Senador Vergueiro, 116 - Flamengo, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 60m²,393000.0,60,3,2,3,"Rua Fiscal Assis Saraiva, 1001 - BOA VISTA, Fortaleza - CE",CE,Fortaleza,Casa
Apartamento com 2 Quartos à Venda com 68m²,659000.0,68,2,2,1,"Rua dos Cafezais, 410 - Jardim Prudência, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 84m²,1248000.0,84,2,2,2,"Servidão Catavento, 467 - Campeche, Florianópolis - SC",SC,Florianópolis,Apartamento
Casa com 3 Quartos à Venda com 150m²,280000.0,150,3,3,0,"Travessa Manuel Cerqueira Brandão, 43 - Centro, Itabuna - BA",BA,Itabuna,Casa
Casa com 3 Quartos à Venda com 156m²,450000.0,156,3,2,3,"Jardim América, Goiânia - GO",GO,Goiânia,Casa
Apartamento com Quarto à Venda/Aluguel 28m²,200000.0,28,1,1,0,"Avenida Prestes Maia - Centro, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 81m²,1150000.0,81,2,2,1,"Rua Jardim Botânico, 700 - Jardim Botânico, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 2 Quartos à Venda com 60m²,111600.0,60,2,2,0,"Rua Sargento Argolo Sacramento, 228 - Campo Grande, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Apartamento com 2 Quartos à Venda com 48m²,290000.0,48,2,2,2,"Avenida da Saudade, 95 - Passaré, Fortaleza - CE",CE,Fortaleza,Apartamento
Apartamento com 4 Quartos à Venda com 200m²,1380000.0,200,4,5,3,"Rua Tabelião Murilo Costa, 118 - Centro, Nova Iguaçu - RJ",RJ,Nova Iguaçu,Apartamento
Casa com 3 Quartos à Venda com 120m²,615800.0,120,3,1,1,"Madruga, Vassouras - RJ",RJ,Vassouras,Casa
Casa com 12 Quartos à Venda com 550m²,4670000.0,550,12,7,28,"Rua Orlando Fagnani, 91 - Jardim Planalto, Campinas - SP",SP,Campinas,Casa
Casa com 6 Quartos para Venda/Aluguel 234m²,1360000.0,234,6,2,4,"Pedro do Rio, Petrópolis - RJ",RJ,Petrópolis,Casa
Casa com 3 Quartos à Venda com 100m²,340000.0,100,3,2,2,"Rua Laminação, B - BNH, Mesquita - RJ",RJ,Mesquita,Casa
Casa com 3 Quartos à Venda com 142m²,330000.0,142,3,2,1,"Rainha Do Mar, Xangri-lá - RS",RS,Xangri,Casa
Apartamento com 3 Quartos à Venda com 171m²,1600000.0,171,3,3,1,"Rua Senador Vergueiro - Flamengo, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com Quarto à Venda com 38m²,165000.0,38,1,1,2,"Jardim Turmalina, Sorocaba - SP",SP,Sorocaba,Casa
Casa com 4 Quartos à Venda com 214m²,498350.0,214,4,2,2,"Rua Zeferino de Freitas, 100 - Parque São Miguel, Guarulhos - SP",SP,Guarulhos,Casa
Apartamento com 2 Quartos à Venda com 86m²,1150000.0,86,2,3,1,"Avenida Prefeito Dulcídio Cardoso, 1300 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 50m²,320000.0,50,2,1,1,"Rua Professor Souto Maior, 54 - Casa Amarela, Recife - PE",PE,Recife,Apartamento
Casa com 3 Quartos à Venda com 96m²,770000.0,96,3,2,2,"Praça Guilherme Henrique Hamam Perim, 90000 - Nova Campinas, Campinas - SP",SP,Campinas,Casa
Apartamento com 3 Quartos à Venda com 70m²,125000.0,70,3,2,2,"Rua 08H, 200 - Passaré, Fortaleza - CE",CE,Fortaleza,Apartamento
Apartamento com 2 Quartos à Venda com 48m²,100000.0,48,2,1,1,"Avenida Centenário, 250 - Garcia, Salvador - BA",BA,Salvador,Apartamento
Apartamento com Quarto para Venda/Aluguel 49m²,500000.0,49,1,1,1,"Rua Professora Aurelia Pimentel Quaresma de Moura, 110 - Icaraí, Niterói - RJ",RJ,Niterói,Apartamento
Apartamento com Quarto à Venda com 68m²,340000.0,68,1,1,1,"Rua Lamenha Lins, 41 - Centro, Curitiba - PR",PR,Curitiba,Apartamento
Casa de condomínio com 3 Quartos à Venda com 240m²,3400000.0,240,3,4,2,"Jardim Rodeio, Mogi das Cruzes - SP",SP,Mogi das Cruzes,Casa
Casa de condomínio com 4 Quartos à Venda com 226m²,1300000.0,226,4,3,4,"Rua Canela - Neves, Ponta Grossa - PR",PR,Ponta Grossa,Casa
Casa com 3 Quartos à Venda com 114m²,365003.0,114,3,2,2,"Araçagy, São José de Ribamar - MA",MA,São José de Ribamar,Casa
Apartamento com 2 Quartos à Venda com 50m²,420000.0,50,2,1,1,"Rua Ruy Barbosa, 684 - Jardim Olavo Bilac, São Bernardo do Campo - SP",SP,São Bernardo do Campo,Apartamento
Casa com 2 Quartos à Venda com 120m²,550000.0,120,2,1,2,"Rua João Rosa da Silva - Jardim Sant Anna do Pedregulho, Jacareí - SP",SP,Jacareí,Casa
Apartamento com 2 Quartos à Venda com 85m²,450000.0,85,2,2,0,"Rua Antônio de Souza, 68 - Pitangueiras, Guarujá - SP",SP,Guarujá,Apartamento
Casa de condomínio com 3 Quartos à Venda com 203m²,1850000.0,203,3,5,4,"Avenida José Luiz Cristófani, 0 - Jardim Nova Aliança Sul, Ribeirão Preto - SP",SP,Ribeirão Preto,Casa
Casa de condomínio com 4 Quartos à Venda com 500m²,3400000.0,500,4,8,5,"Chácaras Alpina, Valinhos - SP",SP,Valinhos,Casa
Casa com 3 Quartos à Venda com 262m²,2500000.0,262,3,1,2,"Avenida Cidade Jardim - Bosque dos Eucaliptos, São José dos Campos - SP",SP,São José dos Campos,Casa
Casa de condomínio com 4 Quartos à Venda com 365m²,6490000.0,365,4,4,2,"Praia de Juquehy, São Sebastião - SP",SP,São Sebastião,Casa
Apartamento com 2 Quartos à Venda com 67m²,430000.0,67,2,2,1,"Rua João Simões de Souza - Morumbi, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 85m²,398000.0,85,3,2,2,"Rua Leonora Armstrong - Champagnat, Londrina - PR",PR,Londrina,Apartamento
Casa com 3 Quartos à Venda com 195m²,1500000.0,195,3,3,1,"Rua Domingos Lopes - Campo Belo, São Paulo - SP",SP,São Paulo,Casa
Casa com 3 Quartos à Venda com 158m²,280182.0,158,3,2,2,"Rua Armando Paes da Costa, 273 - Oviedo Teixeira, Itabaiana - SE",SE,Itabaiana,Casa
Apartamento com 3 Quartos à Venda com 112m²,850000.0,112,3,3,2,"Móoca, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 184m²,850000.0,184,3,4,4,"Vila Carrão, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 2 Quartos à Venda com 57m²,589000.0,57,2,2,1,"Centro, Campinas - SP",SP,Campinas,Apartamento
Casa com 3 Quartos à Venda com 150m²,910000.0,150,3,3,4,"Avenida José Hoffmann, 2 - Residencial Real Parque Sumaré, Sumaré - SP",SP,Sumaré,Casa
Casa com 5 Quartos à Venda com 562m²,3000000.0,562,5,7,4,"Morada da Colina, Uberlândia - MG",MG,Uberlândia,Casa
Casa com 3 Quartos à Venda com 114m²,360003.0,114,3,2,2,"Avenida New York, 7 - Araçagy, São José de Ribamar - MA",MA,São José de Ribamar,Casa
Apartamento com 2 Quartos à Venda com 62m²,350000.0,62,2,2,1,"Travessa Esmeralda, 405 - Campos Eliseos, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Casa com 3 Quartos à Venda com 155m²,780000.0,155,3,1,3,"Vila Larsen 1, Londrina - PR",PR,Londrina,Casa
Apartamento com 2 Quartos à Venda com 64m²,680000.0,64,2,2,1,"Avenida Professor Luiz Ignácio Anhaia Mello, 3660 - Vila Prudente, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 2 Quartos à Venda com 132m²,375000.0,132,2,1,2,"Rua Martin Afonso de Souza, 1010 - Aviação, Praia Grande - SP",SP,Praia Grande,Casa
Casa de condomínio com 2 Quartos à Venda com 64m²,245000.0,64,2,1,1,"Rua Padre Eugênio - Jardim Jacinto, Jacareí - SP",SP,Jacareí,Casa
Apartamento com 2 Quartos à Venda com 55m²,250000.0,55,2,1,1,"Rua Jasiel de Brito Côrtes, 847 - Jabotiana, Aracaju - SE",SE,Aracaju,Apartamento
Apartamento com 3 Quartos à Venda com 93m²,490000.0,93,3,1,2,"Avenida Universitária, 50 - Vila Santa Isabel, Anápolis - GO",GO,Anápolis,Apartamento
Apartamento com 2 Quartos à Venda com 39m²,165000.0,39,2,1,1,"Avenida Manoel de Freitas Assunção - Rios de Spagna, São José do Rio Preto - SP",SP,São José do Rio Preto,Apartamento
Casa com 3 Quartos à Venda com 115m²,499000.0,115,3,3,1,"Rua Lino Pedro da Silva, 37 - Sertao do Maruim, São José - SC",SC,São José,Casa
Casa com 2 Quartos à Venda com 85m²,280000.0,85,2,1,2,"Rua Projetada 356 - Feitosa, Maceió - AL",AL,Maceió,Casa
Casa com 3 Quartos à Venda com 71m²,200000.0,71,3,2,2,"Rua Verde 3, 300 - Jangurussu, Fortaleza - CE",CE,Fortaleza,Casa
Casa com 2 Quartos à Venda com 53m²,259000.0,53,2,1,1,"Avenida Flácides Ferreira, 796 - Balneário Gaivotas, Itanhaém - SP",SP,Itanhaém,Casa
Casa com 3 Quartos à Venda com 170m²,1380000.0,170,3,2,1,"Avenida Princesa Isabel - Copacabana, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Casa com 3 Quartos à Venda com 99m²,289000.0,99,3,2,2,"Rua RB 5, 77 - Residencial Buriti, Senador Canedo - GO",GO,Senador Canedo,Casa
Casa com 3 Quartos à Venda com 200m²,450000.0,200,3,3,2,"Rua José Francisco de Freitas - Cidade Dutra, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 2 Quartos à Venda com 52m²,69300.0,52,2,1,0,"Estrada São Pedro de Alcântara, 4260 - Realengo, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 4 Quartos à Venda com 139m²,2549000.0,139,4,4,2,"Avenida Lúcio Costa, 3360 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 183m²,1350000.0,183,3,3,0,"Rua Maçarico, 9 - Ariribá, Balneário Camboriú - SC",SC,Balneário Camboriú,Casa
Apartamento com 4 Quartos à Venda com 255m²,2640000.0,255,4,6,5,"Rua Pelotas, 255 - Vila Mariana, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 100m²,300000.0,100,3,2,3,"Rua Sessenta e Seis, 65 - Rio Doce, Olinda - PE",PE,Olinda,Casa
Casa com 2 Quartos à Venda com 50m²,140000.0,50,2,1,1,"Rua Gustavo Henrique Bueno Rezende, 1 - Loteamento Residencial Jacana, Apucarana - PR",PR,Apucarana,Casa
Apartamento com 2 Quartos à Venda com 50m²,265000.0,50,2,1,0,"Rua Jornalista Irineu Marinho, 529 - Icaraí, Niterói - RJ",RJ,Niterói,Apartamento
Casa com 3 Quartos à Venda com 110m²,445000.0,110,3,3,3,"Rua Castro Alves - Loteamento Recanto do Poço, Cabedelo - PB",PB,Cabedelo,Casa
Casa com 3 Quartos à Venda com 180m²,215000.0,180,3,3,2,"Rua Expedicionário Oscar Romeu Casa Grande - Maria Paula, São Gonçalo - RJ",RJ,São Gonçalo,Casa
Apartamento com Quarto à Venda com 52m²,195000.0,52,1,1,1,"Rua Xixova - Canto do Forte, Praia Grande - SP",SP,Praia Grande,Apartamento
Casa com 3 Quartos à Venda com 220m²,280000.0,220,3,2,0,"Rua 412, 93 - Conjunto Ceará, Fortaleza - CE",CE,Fortaleza,Casa
Apartamento com 2 Quartos à Venda com 46m²,335000.0,46,2,2,1,"Rua João Alencar Guimarães, 2121 - Campo Comprido, Curitiba - PR",PR,Curitiba,Apartamento
Casa de condomínio com 5 Quartos para Venda/Aluguel 165m²,1500000.0,165,5,1,0,"Centro, Petrópolis - RJ",RJ,Petrópolis,Casa
Apartamento com 2 Quartos à Venda com 48m²,268000.0,48,2,1,1,"Rua Júlio Tim, 396 - Jardim Ipaussurama, Campinas - SP",SP,Campinas,Apartamento
Apartamento com 2 Quartos para Venda/Aluguel 80m²,742000.0,80,2,2,1,"Rua Coronel Tamarindo, 8 - Gragoatá, Niterói - RJ",RJ,Niterói,Apartamento
Casa com 4 Quartos à Venda com 360m²,1250000.0,360,4,6,4,"Rua Júlia Untidini, 6985 - Jardim Chapadão, Campinas - SP",SP,Campinas,Casa
Apartamento com Quarto à Venda com 40m²,150000.0,40,1,1,0,"Rua Nunes Alves, 75 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ",RJ,Duque de Caxias,Apartamento
Casa com 3 Quartos à Venda com 105m²,350000.0,105,3,3,2,"Rua Victor Alfarano, 65 - Jardim Santa Cecilia, Sorocaba - SP",SP,Sorocaba,Casa
Apartamento com 2 Quartos à Venda/Aluguel 94m²,950000.0,94,2,2,1,"Avenida Deputado Márcio Marinho, 477 - Pirangi do Norte, Parnamirim - RN",RN,Parnamirim,Apartamento
Casa com 3 Quartos à Venda com 236m²,2090000.0,236,3,4,4,"Avenida Talma Rodrigues Ribeiro, 3212 - Boulevard Lagoa, Serra - ES",ES,Serra,Casa
Apartamento com 2 Quartos à Venda com 52m²,269000.0,52,2,1,1,"Rua Liestal - Lauzane Paulista, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 50m²,110000.0,50,2,1,1,"Avenida Centenário, 260 - Garcia, Salvador - BA",BA,Salvador,Apartamento
Casa com 2 Quartos à Venda com 54m²,210000.0,54,2,1,1,"Rua José Alves - Vila Emil, Mesquita - RJ",RJ,Mesquita,Casa
Casa com 3 Quartos à Venda com 110m²,490000.0,110,3,1,2,"Rua Simonésia, 9876 - Industrial São Luiz, Contagem - MG",MG,Contagem,Casa
Apartamento com 3 Quartos à Venda com 96m²,790000.0,96,3,2,2,"Rua Antônio Alonso Gonzalez, 515 - Jardim Astúrias, Guarujá - SP",SP,Guarujá,Apartamento
Apartamento com Quarto à Venda com 35m²,195000.0,35,1,1,0,"Picanço, Guarulhos - SP",SP,Guarulhos,Apartamento
Casa com 3 Quartos à Venda com 150m²,610000.0,150,3,3,2,"Vista Linda, São José dos Campos - SP",SP,São José dos Campos,Casa
Apartamento com 2 Quartos à Venda com 48m²,250000.0,48,2,1,1,"Avenida Doutor Laerte Vieira Gonçalves, 1695 - Santa Mônica, Uberlândia - MG",MG,Uberlândia,Apartamento
Apartamento com 2 Quartos à Venda com 49m²,240000.0,49,2,1,1,"Campos Eliseos, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com 3 Quartos à Venda com 150m²,1080000.0,150,3,1,2,"Rua Oswaldo Cochrane - Embaré, Santos - SP",SP,Santos,Apartamento
Apartamento com 2 Quartos à Venda com 50m²,320000.0,50,2,1,0,"Rua São Serafim, 331 - Penha, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 217m²,5139000.0,217,3,4,2,"Avenida Agami - Moema, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 150m²,270010.0,150,3,2,2,"Rua Germano Pereira Santos, 000 - Sao Cristovao, Itabaiana - SE",SE,Itabaiana,Casa
Casa com 2 Quartos à Venda com 135m²,300000.0,135,2,2,2,"Rua Antonio Barbosa dos Santos - Parque Imperial, Jacareí - SP",SP,Jacareí,Casa
Apartamento com 3 Quartos à Venda com 90m²,480000.0,90,3,3,1,"Avenida Nova Cantareira, 4504 - Tucuruvi, São Paulo - SP",SP,São Paulo,Apartamento
Casa de condomínio com 3 Quartos à Venda com 192m²,1490000.0,192,3,1,4,"Rua José Elias Fonseca - Jardim Mantova, Indaiatuba - SP",SP,Indaiatuba,Casa
Casa de condomínio com 4 Quartos à Venda com 261m²,2780000.0,261,4,6,4,"Rua Luiz Casagrande, 11 - Vila Suíça, Indaiatuba - SP",SP,Indaiatuba,Casa
Apartamento com 2 Quartos à Venda com 55m²,260000.0,55,2,1,1,"Rua Adriático - Jardim do Estadio, Santo André - SP",SP,Santo André,Apartamento
Casa com 3 Quartos à Venda com 220m²,650000.0,220,3,2,2,"Rua Elias Abdalla El Banate, 247 - Jardim Carlos Lourenço, Campinas - SP",SP,Campinas,Casa
Casa com 3 Quartos à Venda com 100m²,2500000.0,100,3,1,1,"Linha Olinda, Nova Petrópolis - RS",RS,Nova Petrópolis,Casa
Casa de condomínio com 4 Quartos à Venda com 432m²,4700000.0,432,4,6,5,"Alphaville, Santana de Parnaíba - SP",SP,Santana de Parnaíba,Casa
Apartamento com 3 Quartos à Venda com 226m²,3750000.0,226,3,4,4,"Campo Belo, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 51m²,380000.0,51,2,2,2,"Vila Homero Thon, Santo André - SP",SP,Santo André,Apartamento
Casa com 4 Quartos à Venda com 356m²,680000.0,356,4,3,2,"Rua Conde Afonso Celso - Jardim Sumare, Ribeirão Preto - SP",SP,Ribeirão Preto,Casa
Apartamento com 2 Quartos à Venda com 62m²,460000.0,62,2,3,1,"Rua Laranjeira, 689 - Tabuleiro, Camboriú - SC",SC,Camboriú,Apartamento
Casa com 4 Quartos à Venda com 358m²,3899000.0,358,4,5,4,"Avenida Honório Alvares Penteado, 508 - Tamboré, Santana de Parnaíba - SP",SP,Santana de Parnaíba,Casa
Casa de condomínio com 4 Quartos à Venda com 380m²,3490000.0,380,4,6,2,"Avenida Flamengo - BOSQUE, Vinhedo - SP",SP,Vinhedo,Casa
Casa de condomínio com 3 Quartos à Venda com 544m²,4890000.0,544,3,5,2,"Ingleses do Rio Vermelho, Florianópolis - SC",SC,Florianópolis,Casa
Casa com 3 Quartos à Venda com 135m²,350000.0,135,3,2,2,"Rua Coronel Auris Coelho, 1111 - Lagoa Nova, Natal - RN",RN,Natal,Casa
Casa com 4 Quartos à Venda com 280m²,1500000.0,280,4,5,6,"Vila Muriqui, Mangaratiba - RJ",RJ,Mangaratiba,Casa
Apartamento com Quarto à Venda com 42m²,250000.0,42,1,1,1,"Rua Desportista Humberto Guimarães, 11 - Ponta Verde, Maceió - AL",AL,Maceió,Apartamento
